0.15	        0	        0.83057					
0.626874	0.000453	0.850288					
0.245367	0.000105	0.834596					
0.340746	0.000200	0.838572					
0.436117	0.000289	0.842519					
0.531490	0.000373	0.846424					
1.253624	0.000858	0.889436					
0.716400	0.000513	0.855965					
0.805938	0.000572	0.861614					
0.895478	0.000631	0.867234					
0.985029	0.000689	0.872826					
1.074552	0.000746	0.878391					
1.164087	0.000802	0.883928					
1.880491	0.001203	0.943008					
1.343156	0.000909	0.897164					
1.432689	0.000960	0.904865					
1.522325	0.001010	0.912550					
1.611863	0.001059	0.920200					
1.701404	0.001108	0.927825					
1.790946	0.001156	0.935424					
2.507407	0.001493	1.010377					
1.970028	0.001246	0.952696					
2.059568	0.001289	0.962371					
2.149111	0.001331	0.972022					
2.238656	0.001372	0.981650					
2.328304	0.001413	0.991256					
2.417854	0.001453	1.000858					
3.134276	0.001728	1.090989					
2.596951	0.001528	1.021929					
2.686498	0.001562	1.033558					
2.776048	0.001597	1.045066					
2.865601	0.001630	1.056554					
2.955156	0.001663	1.068120					
3.044715	0.001696	1.079566					
3.761301	0.001905	1.184402					
3.223827	0.001755	1.104436					
3.313382	0.001781	1.117762					
3.403040	0.001807	1.131168					
3.492601	0.001832	1.144455					
3.582164	0.001857	1.157824					
3.671731	0.001881	1.171073					
4.388378	0.002013	1.290017					
3.850859	0.001924	1.199544					
3.940421	0.001941	1.214668					
4.029986	0.001958	1.229773					
4.119554	0.001974	1.244861					
4.209226	0.001988	1.259931					
4.298800	0.002001	1.274983					
5.015420	0.001994	1.407338					
4.477945	0.002017	1.306856					
4.567516	0.002018	1.323577					
4.657091	0.002018	1.340382					
4.746668	0.002015	1.357171					
4.836249	0.002010	1.373943					
4.925833	0.002003	1.390599					
5.642642	0.001807	1.536075					
5.104999	0.001972	1.425775					
5.194581	0.001949	1.444195					
5.284267	0.001924	1.462601					
5.373856	0.001897	1.480991					
5.463448	0.001869	1.499367					
5.553043	0.001839	1.517729					
6.269975	0.001517	1.675739					
5.732237	0.001766	1.556110					
5.821835	0.001726	1.576031					
5.911437	0.001685	1.596038					
6.001042	0.001644	1.615932					
6.090750	0.001603	1.635914					
6.180361	0.001561	1.655783					
6.897366	0.001199	1.825946					
6.359593	0.001468	1.697174					
6.449214	0.001421	1.718698					
6.538839	0.001376	1.740210					
6.628466	0.001332	1.761610					
6.718096	0.001289	1.783100					
6.807730	0.001245	1.804478					
7.525170	0.000187	1.986009					
6.987029	0.001058	1.848829					
7.076694	0.000912	1.871701					
7.166463	0.000763	1.894562					
7.256135	0.000614	1.917413					
7.345810	0.000467	1.940354					
7.435489	0.000324	1.963186					
0.075000	0.129900	0.828760					
0.275362	0.477775	0.841332					
0.115049	0.199489	0.831310					
0.155118	0.269063	0.833833					
0.195187	0.338641	0.836350					
0.235265	0.408206	0.838850					
0.550689	0.955462	0.872129					
0.321230	0.557399	0.846514					
0.367097	0.637019	0.851666					
0.412993	0.716635	0.856810					
0.458886	0.796247	0.861935					
0.504779	0.875856	0.867042					
0.826076	1.433142	0.918336					
0.596567	1.035107	0.879880					
0.642452	1.114700	0.887611					
0.688346	1.194289	0.895313					
0.734248	1.273876	0.903006					
0.780158	1.353561	0.910681					
1.101520	1.910755	0.979641					
0.871960	1.512732	0.928595					
0.917852	1.592320	0.938844					
0.963751	1.671906	0.949074					
1.009627	1.751590	0.959285					
1.055570	1.831173	0.969468					
1.376900	2.388376	1.055785					
1.147334	1.990343	0.992388					
1.193254	2.069931	1.005105					
1.239182	2.149618	1.017803					
1.285015	2.229204	1.030483					
1.330955	2.308790	1.043144					
1.652231	2.866130	1.146611					
1.422808	2.467967	1.071020					
1.468621	2.547659	1.086135					
1.514540	2.627251	1.101232					
1.560465	2.706843	1.116410					
1.606295	2.786436	1.131470					
1.927510	3.343820	1.251732					
1.698129	2.945726	1.164144					
1.743934	3.025323	1.181658					
1.789845	3.104921	1.199254					
1.835761	3.184520	1.216732					
1.881583	3.264219	1.234191					
2.202805	3.821501	1.371047					
1.973409	3.423414	1.271664					
2.019314	3.503010	1.291577					
2.065126	3.582607	1.311472					
2.111046	3.662304	1.331348					
2.156972	3.741902	1.351207					
2.478205	4.299129	1.504253					
2.248719	3.901086	1.393277					
2.294641	3.980673	1.415488					
2.340471	4.060361	1.437681					
2.386408	4.139950	1.459856					
2.432353	4.219539	1.482114					
2.753902	4.776770	1.651254					
2.524149	4.378701	1.528781					
2.570101	4.458375	1.553291					
2.616062	4.537949	1.577782					
